3.200000000000000000e+01,1.550000000000000266e+00
3.100000000000000000e+01,1.520000000000000018e+00
2.800000000000000000e+01,1.450000000000000178e+00
3.000000000000000000e+01,1.500000000000000000e+00
3.700000000000000000e+01,1.869999999999999885e+00
3.300000000000000000e+01,1.570000000000000284e+00
3.400000000000000000e+01,1.620000000000000107e+00
2.900000000000000000e+01,1.470000000000000195e+00
3.400000000000000000e+01,1.620000000000000107e+00
3.700000000000000000e+01,1.869999999999999885e+00
3.700000000000000000e+01,1.869999999999999885e+00
3.650000000000000000e+01,1.819999999999999840e+00
3.650000000000000000e+01,1.819999999999999840e+00
3.550000000000000000e+01,1.719999999999999751e+00
2.900000000000000000e+01,1.470000000000000195e+00
3.600000000000000000e+01,1.719999999999999973e+00
3.500000000000000000e+01,1.669999999999999929e+00
3.300000000000000000e+01,1.570000000000000284e+00
2.800000000000000000e+01,1.450000000000000178e+00
3.200000000000000000e+01,1.550000000000000266e+00
3.600000000000000000e+01,1.719999999999999973e+00
2.900000000000000000e+01,1.470000000000000195e+00
3.100000000000000000e+01,1.520000000000000018e+00
3.500000000000000000e+01,1.669999999999999929e+00
3.650000000000000000e+01,1.819999999999999840e+00
3.300000000000000000e+01,1.570000000000000284e+00
3.500000000000000000e+01,1.669999999999999929e+00
3.550000000000000000e+01,1.719999999999999751e+00
3.000000000000000000e+01,1.500000000000000000e+00
3.100000000000000000e+01,1.520000000000000018e+00
