4.858141021931181314e+01,3.906250000000000000e-03
5.497380399735483536e+01,3.906250000000000000e-03
1.061001902712471860e+02,3.906250000000000000e-03
4.753562393803466790e+01,3.906250000000000000e-03
9.481646518501892729e+01,3.906250000000000000e-03
5.666142984321938059e+01,3.906250000000000000e-03
1.087777030262805198e+02,3.906250000000000000e-03
8.495673271407775928e+01,3.906250000000000000e-03
9.998182622913370210e+01,3.906250000000000000e-03
1.040342503849775255e+02,3.906250000000000000e-03
5.004393776188425136e+01,3.906250000000000000e-03
5.755648451941222277e+01,3.906250000000000000e-03
4.625099416822891385e+01,3.906250000000000000e-03
6.174733527063866489e+01,3.906250000000000000e-03
2.671475258805373798e+01,3.906250000000000000e-03
9.126893920055081821e+01,3.906250000000000000e-03
1.058080133772115801e+02,3.906250000000000000e-03
9.172840793858210873e+01,3.906250000000000000e-03
9.541892327654134931e+01,3.906250000000000000e-03
5.456985728066509012e+01,3.906250000000000000e-03
