4.999999999670813877e-01,3.944336636823282623e-11,4.999999999934753303e-01
4.999999999447931054e-01,6.380313341042097132e-11,4.999999999914037097e-01
4.999999999740207812e-01,4.207802064469616763e-11,4.999999999839012110e-01
4.999999999543897622e-01,7.107971114765625938e-11,4.999999999745305401e-01
4.999999998808858925e-01,2.349084782694890652e-10,4.999999998842055704e-01
4.999999999443603405e-01,7.287832788000580920e-11,4.999999999827612895e-01
4.999999999564352926e-01,5.807245379005093087e-11,4.999999999854922161e-01
4.999999999820408658e-01,3.119440399314949083e-11,4.999999999867647538e-01
4.999999999552934282e-01,7.939140554101680757e-11,4.999999999653151894e-01
4.999999999788305449e-01,1.882117062483153851e-13,5.000000000209812168e-01
4.999999999681438712e-01,3.271078126552126831e-11,4.999999999991453503e-01
4.999999999272677909e-01,8.518472109803590970e-11,4.999999999875474610e-01
4.999999999806030160e-01,6.915675184379248206e-12,5.000000000124813493e-01
4.999999999230183012e-01,1.196463326649336824e-10,4.999999999573354614e-01
4.999999999687864682e-01,5.962309463173426032e-11,4.999999999715904475e-01
4.999999999619951785e-01,5.851744710496224192e-11,4.999999999794874084e-01
4.999999999385932870e-01,8.556925235100896453e-11,4.999999999758374392e-01
4.999999999493655589e-01,9.288075758474900404e-11,4.999999999577537380e-01
4.999999999662078642e-01,2.226161129713120075e-11,5.000000000115305543e-01
4.999999999868373068e-01,7.466118194207967723e-12,5.000000000056965543e-01
