3.690671754056920051e+00,6.223298578106646259e-03
7.191051324658965793e-01,1.327102461556814772e+00
2.424894282089326669e+00,1.960654585118777327e-01
3.320627913600265879e-01,2.027067203129882866e+00
2.533367699814890628e+00,1.667451103222285236e-01
3.247608765968525990e+00,3.915953915861412893e-02
3.108579566863353350e+00,5.611382289737126133e-02
2.608551626453520900e+00,1.481471481521557110e-01
3.046066532894212142e-01,2.096959386937584213e+00
2.364066926551205289e-02,3.408619768605873457e+00
2.837516603934825632e+00,9.954467887034006146e-02
2.200786592788292473e-01,2.343576981032506001e+00
1.171583953834992890e-03,3.864257949638767897e+00
5.322127718080461589e-01,1.614096196184526155e+00
5.932036845602622899e-02,3.085089443420067745e+00
2.333690879095616566e+00,2.231218331286318746e-01
3.808517195321703408e-01,1.912324321970068075e+00
4.477296894014795581e-01,1.771225433768084612e+00
3.999866983984754931e+00,1.105847156475874369e-09
4.061604484481977084e-01,1.856931707206807447e+00
9.377544917543204853e-04,3.878446645148793781e+00
2.715595790052041547e+00,1.239698418634866961e-01
3.772080167310579490e+00,3.342645874469603057e-03
9.992893878697760579e-01,1.000710864704773106e+00
1.442727935382431548e-01,2.624942448744230994e+00
3.874179631297320014e+00,1.005296840021832182e-03
6.769388456162187540e-01,1.385887109489984503e+00
3.406800315801061796e-02,3.295767217212221656e+00
1.074489106875636396e-01,2.796272884747103671e+00
4.754166233903192040e-01,1.717398136460779323e+00
3.352031007171972110e+00,2.860994084296075365e-02
9.053189197484582396e-01,1.099388978725459154e+00
1.192714118705037046e-01,2.737843675820565092e+00
2.966039950551942361e+00,7.716201515266007949e-02
9.439075216735055146e-03,3.620819462397514510e+00
8.694729428457090847e-01,1.139651621987115115e+00
6.032556076000494816e-01,1.496474359813074750e+00
1.290858119672551596e-01,2.691945251174371556e+00
7.752515212123182176e-01,1.253316777439076324e+00
2.545591232399835313e-01,2.236405023117860491e+00
2.046788184468096605e-09,3.999819036273915440e+00
2.250601123136899862e+00,2.497996791470725175e-01
4.336377505792031462e-02,3.210404951989981548e+00
8.902676438443654638e-02,2.895532637816992771e+00
1.749448854719991564e-01,2.501888350996254839e+00
3.542789869801667102e+00,1.386976683692162614e-02
5.112548432339391047e-01,1.651171366874721880e+00
6.594233466141306843e-02,3.038772750521282262e+00
2.742321744405130102e-01,2.179544896814516797e+00
8.150011249722725060e-01,1.203904615661511857e+00
