-1.417337431465302888e+00,-1.499982833862304688e+00
1.555692838919792376e+00,-9.084453582763671875e-01
-1.417114271675263826e+00,1.162779562494304475e+00
9.742910139686205007e-01,1.648175782324247329e+00
4.697591536170580007e-01,1.662779562494304475e+00
9.930707686072923757e-01,1.662781469842937287e+00
9.618226759559251882e-01,1.662779562494304475e+00
1.587064909232292376e+00,1.679547852636747329e+00
9.618245833045580007e-01,1.162779562494304475e+00
-1.072971779587825747e+00,-1.468681335449218750e+00
9.930707686072923757e-01,1.662779562494304475e+00
9.676820509559251882e-01,9.078059855713176418e-01
9.657308333045580007e-01,6.480251017822551418e-01
9.676782362586595632e-01,1.662775747797038850e+00
9.624330275184251882e-01,1.663389914056804475e+00
4.697591536170580007e-01,1.170588247797038850e+00
9.618226759559251882e-01,9.078059855713176418e-01
9.618264906531908132e-01,7.115035716308879543e-01
-1.417114271675263826e+00,1.169266455194499787e+00
1.962795423758659563e+00,-1.499998092651367188e+00
9.618245833045580007e-01,2.170592062494304475e+00
9.930097334510423757e-01,-1.471067428588867188e+00
9.742910139686205007e-01,1.231766455194499787e+00
-4.210836957630137434e-02,-1.499998092651367188e+00
-1.417352690254365388e+00,-1.437498092651367188e+00
9.931585066444017507e-01,1.662779562494304475e+00
8.681585066444017507e-01,1.662779562494304475e+00
9.931585066444017507e-01,-1.472898483276367188e+00
9.697572462684251882e-01,1.679549759985380142e+00
4.697610609656908132e-01,1.662779562494304475e+00
4.697591536170580007e-01,1.662779562494304475e+00
1.559721159232292376e+00,1.169266455194499787e+00
1.962797331107292376e+00,-1.499998092651367188e+00
8.681585066444017507e-01,2.500000000000000000e+00
9.676744215613939382e-01,-1.471075057983398438e+00
9.618264906531908132e-01,1.662779562494304475e+00
9.697572462684251882e-01,1.162779562494304475e+00
9.931585066444017507e-01,1.725279562494304475e+00
9.853460066444017507e-01,1.687360352636747329e+00
8.993074171668626882e-01,1.662779562494304475e+00
