8.910519226403326165e-01,-1.488499236178510099e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.121343607287365263e+00,-1.238468718600385099e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
-9.478397468221357869e-01,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.121343607287365263e+00,-1.488485884738080411e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,-1.488499236178510099e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,2.095889279767032765e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
-1.197839746822135787e+00,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.939797027916998040e-01,-1.238464903903119474e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.812862976403326165e-01,2.095889279767032765e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
8.910519226403326165e-01,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
8.939797027916998040e-01,2.095885465069767140e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
-9.478397468221357869e-01,2.095872113629337452e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,2.095887372418399952e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
8.910519226403326165e-01,-1.238468718600385099e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
8.910519226403326165e-01,2.158448407574649952e+00,7.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
